loss,accuracy,val_loss,val_accuracy
0.6954660415649414,0.6040585041046143,0.5081794261932373,0.7157001495361328
0.48451682925224304,0.6998584270477295,0.4510621130466461,0.7171145677566528
0.44479984045028687,0.7140160202980042,0.4314172863960266,0.7340877056121826
0.4250108599662781,0.7300613522529602,0.40966325998306274,0.7623762488365173
0.41153785586357117,0.7489382028579712,0.39597088098526,0.7623762488365173
0.40148743987083435,0.7536574006080627,0.3902406096458435,0.7864214777946472
0.3918735384941101,0.7640396356582642,0.3759617507457733,0.790664792060852
0.3840869963169098,0.7706465125083923,0.37077847123146057,0.8118811845779419
0.3767849802970886,0.7810288071632385,0.3610130250453949,0.8090523481369019
0.37137371301651,0.7824445366859436,0.35503247380256653,0.8217821717262268
0.36447444558143616,0.7904672026634216,0.3559209704399109,0.8147100210189819
0.3622129261493683,0.7899952530860901,0.35189899802207947,0.8203677535057068
0.3554750978946686,0.796602189540863,0.34280210733413696,0.8316831588745117
0.3513413071632385,0.8032090663909912,0.33980241417884827,0.8274399042129517
0.34777921438217163,0.8003775477409363,0.3329390585422516,0.8373408913612366
0.34515416622161865,0.8046247959136963,0.3306456208229065,0.8274399042129517
0.34302419424057007,0.8022652268409729,0.3271395266056061,0.8415841460227966
0.33863386511802673,0.8098159432411194,0.3255082368850708,0.8444130420684814
0.3370647728443146,0.8041529059410095,0.32316792011260986,0.8429985642433167
0.3342076539993286,0.8046247959136963,0.3195350468158722,0.8444130420684814
0.3323289752006531,0.8088721036911011,0.3274999260902405,0.8373408913612366
0.330331951379776,0.811703622341156,0.3169783651828766,0.8514851331710815
0.32867684960365295,0.8069844245910645,0.32003697752952576,0.8458274602890015
0.3265482485294342,0.8154789805412292,0.3154374659061432,0.8500707149505615
0.32398098707199097,0.8150070905685425,0.31088539958000183,0.8557284474372864
0.32240331172943115,0.8150070905685425,0.3111736476421356,0.8429985642433167
0.32119715213775635,0.8192543387413025,0.3086215555667877,0.8486562967300415
0.32016077637672424,0.8211420774459839,0.30785948038101196,0.8656294345855713
0.31864917278289795,0.8239735960960388,0.3058285713195801,0.8557284474372864
0.31715628504753113,0.8230297565460205,0.3045075237751007,0.8585572838783264
0.3167293965816498,0.822557806968689,0.3049266040325165,0.8528995513916016
0.3148476481437683,0.8211420774459839,0.3049771785736084,0.8528995513916016
0.314100980758667,0.8230297565460205,0.3010774254798889,0.8571428656578064
0.31314972043037415,0.8253893256187439,0.3051747977733612,0.8401697278022766
0.3114078640937805,0.822557806968689,0.30852898955345154,0.8373408913612366
0.31189867854118347,0.8249174356460571,0.29862821102142334,0.8670438528060913
0.30936041474342346,0.8315243124961853,0.29978257417678833,0.8528995513916016
0.30839207768440247,0.8334119915962219,0.305320143699646,0.8444130420684814
0.3086010217666626,0.8296366333961487,0.29734042286872864,0.8571428656578064
0.30676403641700745,0.8291646838188171,0.2974531650543213,0.8585572838783264
0.3061438500881195,0.8301085233688354,0.29610955715179443,0.8599717020988464
0.3053322732448578,0.8357715606689453,0.2945157587528229,0.8741160035133362
0.3060736060142517,0.8352996706962585,0.29481077194213867,0.8613861203193665
0.30329930782318115,0.8362435102462769,0.29676130414009094,0.8458274602890015
0.30298271775245667,0.8357715606689453,0.30046650767326355,0.8656294345855713
0.30289965867996216,0.8404908180236816,0.29531940817832947,0.8472418785095215
0.30272024869918823,0.8352996706962585,0.2917931377887726,0.8741160035133362
0.30123159289360046,0.8376592993736267,0.2916256785392761,0.8656294345855713
0.30092674493789673,0.8362435102462769,0.2904917597770691,0.8698726892471313
0.2994648814201355,0.8367154598236084,0.2926807701587677,0.8628005385398865
