loss,accuracy,val_loss,val_accuracy
0.5058333277702332,0.6885323524475098,0.46639305353164673,0.711456835269928
0.4501427114009857,0.6871165633201599,0.4366896152496338,0.7185289859771729
0.42556601762771606,0.7092968225479126,0.4104585647583008,0.7482319474220276
0.40681007504463196,0.7314771413803101,0.3923756778240204,0.7850070595741272
0.39155393838882446,0.7560169696807861,0.37756577134132385,0.7991513609886169
0.3814634382724762,0.7659273147583008,0.36631694436073303,0.8203677535057068
0.3718049228191376,0.7711184620857239,0.36262047290802,0.8274399042129517
0.36423996090888977,0.7923548817634583,0.3513055443763733,0.8316831588745117
0.3576010465621948,0.796602189540863,0.34325236082077026,0.8345119953155518
0.35351675748825073,0.7975460290908813,0.3410594165325165,0.8246110081672668
0.3485850989818573,0.7984898686408997,0.3418005108833313,0.8316831588745117
0.3450451195240021,0.8027371168136597,0.3311203420162201,0.8415841460227966
0.34114542603492737,0.8102878928184509,0.32833486795425415,0.8373408913612366
0.33759140968322754,0.7999055981636047,0.3256660997867584,0.8429985642433167
0.3357679843902588,0.8065125346183777,0.3260766267776489,0.8401697278022766
0.33305177092552185,0.8112317323684692,0.3186185657978058,0.8415841460227966
0.32991838455200195,0.8131194114685059,0.31787407398223877,0.8500707149505615
0.32739728689193726,0.8145351409912109,0.3160003125667572,0.8458274602890015
0.3266490697860718,0.8107597827911377,0.3163132071495056,0.8330975770950317
0.3238195776939392,0.8135913014411926,0.3114568889141083,0.8543140292167664
0.322520911693573,0.8145351409912109,0.3083263337612152,0.8557284474372864
0.3208361566066742,0.8168947696685791,0.30777961015701294,0.8415841460227966
0.31815218925476074,0.8258612751960754,0.306789368391037,0.8415841460227966
0.3178522288799286,0.8178386092185974,0.3037244379520416,0.8557284474372864
0.3161765933036804,0.8249174356460571,0.3033527731895447,0.8528995513916016
0.31608742475509644,0.8220859169960022,0.3019545078277588,0.8613861203193665
0.31308186054229736,0.8268051147460938,0.3036106526851654,0.8429985642433167
0.3129551112651825,0.830580472946167,0.30216342210769653,0.8628005385398865
0.31123244762420654,0.8249174356460571,0.3019099235534668,0.8345119953155518
0.30895259976387024,0.8286927938461304,0.2977393865585327,0.8670438528060913
0.3089800477027893,0.8310523629188538,0.2991560697555542,0.8613861203193665
0.3108043074607849,0.8282208442687988,0.2989557087421417,0.8571428656578064
0.3071955442428589,0.8310523629188538,0.29789894819259644,0.8387553095817566
0.30524513125419617,0.8338838815689087,0.294223815202713,0.8670438528060913
0.3053821921348572,0.8357715606689453,0.2936732769012451,0.8613861203193665
0.3050011694431305,0.8381311893463135,0.2957424521446228,0.8415841460227966
0.30428093671798706,0.8352996706962585,0.30425646901130676,0.8316831588745117
0.3031378388404846,0.8367154598236084,0.2972566783428192,0.8571428656578064
0.30277904868125916,0.8404908180236816,0.29275214672088623,0.8670438528060913
0.3010913133621216,0.8352996706962585,0.2958967685699463,0.8684582710266113
0.30219849944114685,0.8367154598236084,0.2898677885532379,0.8642150163650513
0.3006052076816559,0.8409627079963684,0.2913992404937744,0.8429985642433167
0.3000781238079071,0.8414346575737,0.2893330752849579,0.8628005385398865
0.29892370104789734,0.8437942266464233,0.28866180777549744,0.8642150163650513
0.29799753427505493,0.842850387096405,0.2886699140071869,0.8613861203193665
0.29749029874801636,0.8400188684463501,0.2883618175983429,0.8642150163650513
0.29919975996017456,0.8419065475463867,0.2924400269985199,0.8599717020988464
0.29729363322257996,0.8414346575737,0.28940099477767944,0.8500707149505615
0.29827219247817993,0.8367154598236084,0.28676095604896545,0.8613861203193665
0.2958788275718689,0.84568190574646,0.2874125838279724,0.8585572838783264
